"","psid","state","stateName","district","distcode","age","sex","female","rural","medwork","hhsize","comb_wt","mpce","logRsincpc"
"2745",55837120401,"12","Arunachal Pradesh","11","1211",25,1,"Male","Rural",1,3,223.345001220703,6700,8.80986309051514
"2746",71500110203,"27","Maharashtra","12","2712",21,1,"Male","Urban",0,4,5767.23486328125,2500,7.82404613494873
"2750",74326110207,"24","Gujarat","25","2425",30,1,"Male","Urban",1,9,20558.69921875,4444.4443359375,8.39941024780273
"2752",73499110205,"32","Kerala","01","3201",17,2,"Female","Urban",0,5,5152.65478515625,1600,7.37775897979736
"2753",51716110103,"09","Uttar Pradesh","33","0933",22,1,"Male","Rural",0,6,23898.275390625,1333.33337402344,7.19543743133545
"2754",52879120105,"09","Uttar Pradesh","63","0963",17,2,"Female","Rural",0,8,8423.5048828125,625,6.43775177001953
"2755",72587130201,"33","Tamil Nadu","02","3302",21,1,"Male","Urban",0,1,12773.01953125,11500,9.35010242462158
"2757",54332120103,"14","Manipur","08","1408",18,2,"Female","Rural",0,5,725.515014648438,580,6.36302804946899
"2759",57993220204,"27","Maharashtra","03","2703",18,1,"Male","Rural",0,4,15523.0498046875,1250,7.13089895248413
"2762",56669120206,"09","Uttar Pradesh","66","0966",24,1,"Male","Rural",1,6,4335,1166.66662597656,7.06190586090088
"2764",73919140202,"27","Maharashtra","21","2721",27,2,"Female","Urban",1,4,15449.4150390625,2500,7.82404613494873
"2766",55438210104,"17","Meghalaya","07","1707",21,2,"Female","Rural",0,5,4651.5,3000,8.00636768341064
"2775",74446120104,"03","Punjab","19","0319",28,2,"Female","Urban",0,4,1757.07995605469,2465,7.80994701385498
"2783",74451120203,"32","Kerala","04","3204",17,1,"Male","Urban",0,3,4212.294921875,2000,7.60090255737305
"2784",59622120203,"06","Haryana","09","0609",23,1,"Male","Rural",1,5,3077.63989257812,1450,7.27931880950928
"2785",73893110203,"32","Kerala","14","3214",30,2,"Female","Urban",1,5,3380.44506835938,3700,8.21608829498291
"2790",79216240103,"29","Karnataka","07","2907",20,2,"Female","Urban",0,5,52389.81640625,960,6.86693334579468
"2793",70052120102,"29","Karnataka","01","2901",27,2,"Female","Urban",0,5,7018.634765625,1400,7.24422740936279
"2796",59438110203,"24","Gujarat","10","2410",25,1,"Male","Rural",1,7,4116.64013671875,1928.57141113281,7.56453466415405
"2797",56011130103,"01","Jammu & Kashmir","20","0120",25,1,"Male","Rural",1,4,6719.384765625,1250,7.13089895248413
"2802",79432110203,"04","Chandigarh","01","0401",30,1,"Male","Urban",0,6,4220.625,2500,7.82404613494873
"2804",77970130104,"33","Tamil Nadu","30","3330",27,2,"Female","Urban",0,6,10114.4150390625,2500,7.82404613494873
"2806",50274110206,"32","Kerala","12","3212",17,2,"Female","Rural",0,6,11693.0498046875,3333.33325195312,8.11172771453857
"2807",59898210103,"09","Uttar Pradesh","71","0971",22,1,"Male","Rural",1,8,56214.46875,2000,7.60090255737305
"2809",51383120102,"36","Telangana","01","3601",23,2,"Female","Rural",0,3,6497.02978515625,1833.33337402344,7.51389122009277
"2812",51258130205,"02","Himachal Pradesh","11","0211",27,1,"Male","Rural",1,6,1610.2900390625,1441.66662597656,7.27355527877808
"2813",73230110107,"18","Assam","23","1823",24,2,"Female","Urban",0,7,1666.17504882812,2142.85717773438,7.66989517211914
"2814",56098230103,"15","Mizoram","03","1503",28,2,"Female","Rural",0,5,1953.57995605469,1000,6.90775537490845
"2818",73300110208,"23","Madhya Pradesh","39","2339",24,2,"Female","Urban",0,10,4717.72998046875,2000,7.60090255737305
"2826",70395130103,"32","Kerala","08","3208",19,2,"Female","Urban",0,5,1960.98999023438,2000,7.60090255737305
"2831",79864130203,"36","Telangana","08","3608",23,1,"Male","Urban",0,3,1049.82995605469,1333.33337402344,7.19543743133545
"2834",52799220207,"01","Jammu & Kashmir","21","0121",21,1,"Male","Rural",0,8,3205.57006835938,1250,7.13089895248413
"2837",75130110103,"19","West Bengal","09","1909",16,1,"Male","Urban",0,14,2723.17993164062,2500,7.82404613494873
"2838",74747130204,"21","Odisha","08","2108",23,2,"Female","Urban",0,5,13016.115234375,1400,7.24422740936279
"2841",59724130105,"10","Bihar","30","1030",22,2,"Female","Rural",0,6,37238.21484375,250,5.52146100997925
"2842",79919130202,"24","Gujarat","08","2408",22,1,"Male","Urban",0,5,2403.27490234375,1880,7.53902721405029
"2845",72607110206,"09","Uttar Pradesh","35","0935",27,2,"Female","Urban",0,7,6744.51513671875,1928.57141113281,7.56453466415405
"2847",70042110105,"19","West Bengal","16","1916",24,2,"Female","Urban",0,6,3003.94506835938,2500,7.82404613494873
"2848",73918130202,"10","Bihar","28","1028",25,1,"Male","Urban",0,7,6945.8349609375,857.142883300781,6.75360441207886
"2853",50318220204,"23","Madhya Pradesh","22","2322",21,2,"Female","Rural",0,5,9452.96484375,1400,7.24422740936279
"2855",50707230103,"32","Kerala","01","3201",19,1,"Male","Rural",1,4,2157.9951171875,1250,7.13089895248413
"2858",59277120103,"36","Telangana","04","3604",20,2,"Female","Rural",0,3,4720.06494140625,2333.33325195312,7.75505304336548
"2864",54254110102,"08","Rajasthan","23","0823",17,1,"Male","Rural",1,4,4128.0849609375,1250,7.13089895248413
"2867",54506210104,"18","Assam","04","1804",26,2,"Female","Rural",0,6,2957.52490234375,1166.66662597656,7.06190586090088
"2875",59558120103,"22","Chhattisgarh","11","2211",20,1,"Male","Rural",1,4,5178.21484375,567.5,6.34124088287354
"2876",55821130103,"28","Andhra Pradesh","09","2809",25,1,"Male","Rural",1,5,21832.3046875,2000,7.60090255737305
"2877",59130120104,"23","Madhya Pradesh","01","2301",17,2,"Female","Rural",0,4,4856.25,1250,7.13089895248413
"2881",51992110107,"13","Nagaland","10","1310",23,2,"Female","Rural",0,10,644.734985351562,400,5.99146461486816
"2886",71555130101,"33","Tamil Nadu","01","3301",20,1,"Male","Urban",0,1,2202.7900390625,5000,8.51719284057617
"2889",79532110111,"09","Uttar Pradesh","33","0933",24,1,"Male","Urban",1,13,8885.884765625,846.153869628906,6.74070119857788
"2890",50569120103,"28","Andhra Pradesh","08","2808",16,1,"Male","Rural",0,4,1316.40502929688,2125,7.66152715682983
"2891",51400110103,"09","Uttar Pradesh","02","0902",20,1,"Male","Rural",0,4,4855.22998046875,2250,7.71868562698364
"2892",51101220203,"08","Rajasthan","10","0810",25,2,"Female","Rural",0,5,13497.419921875,1400,7.24422740936279
"2897",56677110106,"27","Maharashtra","02","2702",17,1,"Male","Rural",0,7,1503.13500976562,714.285705566406,6.57128286361694
"2899",56268110103,"05","Uttrakhand","13","0513",16,1,"Male","Rural",0,7,1372.78002929688,1142.85717773438,7.04128646850586
"2901",50560220202,"22","Chhattisgarh","06","2206",29,2,"Female","Rural",1,4,10640.0546875,875,6.77422380447388
"2908",79551120101,"23","Madhya Pradesh","06","2306",30,1,"Male","Urban",1,2,3923.10498046875,3000,8.00636768341064
"2912",79870120103,"14","Manipur","03","1403",22,1,"Male","Urban",0,5,412.654998779297,920,6.82437372207642
"2915",71070130204,"33","Tamil Nadu","04","3304",28,1,"Male","Urban",1,6,12473.2099609375,2500,7.82404613494873
"2931",71654130103,"29","Karnataka","23","2923",17,2,"Female","Urban",0,4,8731.1845703125,2000,7.60090255737305
"2936",57055120104,"02","Himachal Pradesh","11","0211",24,2,"Female","Rural",0,4,2475.63989257812,2050,7.62559509277344
"2953",50894130102,"18","Assam","26","1826",30,2,"Female","Rural",0,7,15147.509765625,1071.42858886719,6.97674798965454
"2954",56033120203,"33","Tamil Nadu","15","3315",20,1,"Male","Rural",0,3,1996.625,1500,7.31322050094604
"2957",57359130103,"27","Maharashtra","20","2720",17,1,"Male","Rural",0,3,49988.99609375,1000,6.90775537490845
"2962",79983130103,"27","Maharashtra","22","2722",27,1,"Male","Urban",0,3,6390.68505859375,3333.33325195312,8.11172771453857
"2963",72632120104,"19","West Bengal","01","1901",29,1,"Male","Urban",0,4,7950.27978515625,3750,8.22951126098633
"2965",57778120103,"30","Goa","01","3001",26,1,"Male","Rural",0,3,1225.98498535156,3421.66674804688,8.13788318634033
"2967",73987110104,"09","Uttar Pradesh","52","0952",29,2,"Female","Urban",0,5,16082.25,3000,8.00636768341064
"2968",74551140102,"27","Maharashtra","25","2725",28,2,"Female","Urban",0,4,1940.46997070312,2000,7.60090255737305
"2969",56667120103,"24","Gujarat","15","2415",23,1,"Male","Rural",1,6,1107.33996582031,750,6.62007331848145
"2971",70237110102,"32","Kerala","05","3205",22,1,"Male","Urban",0,4,5089.47998046875,5000,8.51719284057617
"2976",57458120204,"14","Manipur","09","1409",25,2,"Female","Rural",0,6,684.679992675781,2000,7.60090255737305
"2984",71905120104,"29","Karnataka","18","2918",22,1,"Male","Urban",0,4,14512.955078125,3500,8.16051864624023
"2986",72620120103,"31","Lakshadweep","01","3101",27,1,"Male","Urban",1,7,353.695007324219,2571.42846679688,7.85221672058105
"2994",51783120403,"21","Odisha","21","2121",22,1,"Male","Rural",0,3,1516.18505859375,1166.66662597656,7.06190586090088
"2998",77797110104,"36","Telangana","03","3603",25,2,"Female","Urban",0,4,1513.75500488281,1500,7.31322050094604
"3001",71075130102,"29","Karnataka","18","2918",30,2,"Female","Urban",0,7,6004.33984375,2142.85717773438,7.66989517211914
"3002",54400210110,"35","A & N Island","01","3501",29,2,"Female","Rural",0,13,1482.46997070312,769.230773925781,6.64539098739624
"3009",52210120304,"14","Manipur","01","1401",21,2,"Female","Rural",0,9,620.599975585938,2222.22216796875,7.70626306533813
"3010",50851210105,"18","Assam","22","1822",17,2,"Female","Rural",0,6,18730.974609375,1166.66662597656,7.06190586090088
"3021",57694120203,"33","Tamil Nadu","30","3330",16,2,"Female","Rural",0,4,3958.09008789062,2250,7.71868562698364
"3028",56003220202,"33","Tamil Nadu","01","3301",19,2,"Female","Rural",0,2,5846.365234375,3000,8.00636768341064
"3029",70881140105,"09","Uttar Pradesh","45","0945",18,2,"Female","Urban",0,7,10053.2900390625,1142.85717773438,7.04128646850586
"3034",55212120302,"09","Uttar Pradesh","20","0920",21,2,"Female","Rural",0,2,11366.7001953125,1500,7.31322050094604
"3039",51122110109,"09","Uttar Pradesh","43","0943",27,2,"Female","Rural",0,12,3827.82006835938,1666.66662597656,7.41858100891113
"3047",56650220103,"33","Tamil Nadu","16","3316",16,1,"Male","Rural",0,4,11730.1904296875,2000,7.60090255737305
"3048",59739110103,"24","Gujarat","10","2410",18,1,"Male","Rural",1,6,4120.6298828125,1583.33337402344,7.36728763580322
"3051",73317130103,"34","Puducherry","02","3402",29,1,"Male","Urban",1,3,3079.67504882812,2666.66674804688,7.88858461380005
"3054",56967110204,"23","Madhya Pradesh","09","2309",18,2,"Female","Rural",0,6,4697.6201171875,666.666687011719,6.50229024887085
"3056",77535110103,"15","Mizoram","06","1506",25,2,"Female","Urban",0,5,439.940002441406,5000,8.51719284057617
"3057",70492110104,"07","Delhi","01","0701",23,1,"Male","Urban",0,4,6922.51513671875,3250,8.08641052246094
"3064",72274110105,"19","West Bengal","09","1909",23,2,"Female","Urban",0,5,2893.27490234375,3000,8.00636768341064
"3068",74444120204,"09","Uttar Pradesh","52","0952",30,2,"Female","Urban",0,7,5033.56982421875,1142.85717773438,7.04128646850586
"3071",79587140102,"10","Bihar","18","1018",25,2,"Female","Urban",0,3,1226.63500976562,1000,6.90775537490845
"3073",52609130201,"02","Himachal Pradesh","07","0207",30,1,"Male","Rural",1,1,2996.23510742188,3000,8.00636768341064
"3075",55809120104,"21","Odisha","09","2109",22,2,"Female","Rural",0,5,617.260009765625,900,6.80239486694336
"3076",50813210107,"16","Tripura","04","1604",24,1,"Male","Rural",1,11,899.419982910156,909.090881347656,6.81244516372681
"3085",52210120303,"14","Manipur","01","1401",23,1,"Male","Rural",1,9,620.599975585938,2222.22216796875,7.70626306533813
"3087",79553110204,"32","Kerala","07","3207",16,2,"Female","Urban",0,4,3944.18505859375,5337.5,8.58251285552979
"3091",57631210103,"05","Uttrakhand","09","0509",16,2,"Female","Rural",1,3,10798.5947265625,1666.66662597656,7.41858100891113
"3100",54618110106,"08","Rajasthan","28","0828",30,1,"Male","Rural",1,6,608.224975585938,1000,6.90775537490845
"3107",52576130103,"28","Andhra Pradesh","13","2813",23,2,"Female","Rural",0,8,1803.25,1250,7.13089895248413
"3111",51753120203,"10","Bihar","13","1013",21,1,"Male","Rural",0,3,778.875,833.333312988281,6.72543382644653
"3114",59258110104,"24","Gujarat","12","2412",25,2,"Female","Rural",0,5,9951.6953125,2000,7.60090255737305
"3115",70550120205,"13","Nagaland","04","1304",17,2,"Female","Urban",0,5,1847.57995605469,2000,7.60090255737305
"3116",55889120202,"22","Chhattisgarh","11","2211",28,2,"Female","Rural",1,6,5151.615234375,1416.66662597656,7.25606203079224
"3122",51010110106,"18","Assam","04","1804",16,1,"Male","Rural",0,6,966.544982910156,2975,7.99799919128418
"3127",52089220203,"18","Assam","26","1826",22,1,"Male","Rural",1,5,3315.6201171875,1246,7.12769365310669
"3128",72158120204,"33","Tamil Nadu","18","3318",26,2,"Female","Urban",1,4,10370.2900390625,1437,7.27031278610229
"3132",54240210104,"19","West Bengal","12","1912",20,2,"Female","Rural",0,7,33916.3359375,1428.57141113281,7.26443004608154
"3134",72529110104,"07","Delhi","01","0701",28,2,"Female","Urban",0,5,9321.794921875,10000,9.21034049987793
"3135",55038230102,"29","Karnataka","06","2906",30,2,"Female","Rural",1,5,40689.96484375,1040,6.94697618484497
"3138",54698110102,"17","Meghalaya","06","1706",21,1,"Male","Rural",0,4,830.349975585938,1250,7.13089895248413
"3139",51332110106,"29","Karnataka","09","2909",26,1,"Male","Rural",1,10,15270.10546875,500,6.21460819244385
"3140",74159110103,"19","West Bengal","12","1912",21,1,"Male","Urban",0,4,1540.35998535156,1000,6.90775537490845
"3141",55270220104,"14","Manipur","03","1403",22,2,"Female","Rural",0,4,1914.43005371094,1250,7.13089895248413
"3142",57009120102,"20","Jharkhand","04","2004",16,1,"Male","Rural",0,3,3788.48999023438,1666.66662597656,7.41858100891113
"3144",70263110205,"14","Manipur","06","1406",17,2,"Female","Urban",0,5,699.309997558594,3000,8.00636768341064
"3145",51763220103,"35","A & N Island","03","3503",28,1,"Male","Rural",1,7,679.869995117188,1714.28576660156,7.44675159454346
"3146",53889110102,"08","Rajasthan","27","0827",30,2,"Female","Rural",0,9,1510.65002441406,1333.33337402344,7.19543743133545
"3151",77807130203,"19","West Bengal","11","1911",21,1,"Male","Urban",0,6,3958.98999023438,1666.66662597656,7.41858100891113
"3155",53063210103,"09","Uttar Pradesh","53","0953",22,2,"Female","Rural",0,8,20830.82421875,1062.5,6.96837997436523
"3161",73751140203,"03","Punjab","07","0307",18,1,"Male","Urban",0,5,3508.93994140625,1600,7.37775897979736
"3163",70338120205,"19","West Bengal","15","1915",24,1,"Male","Urban",0,6,5326.51513671875,2333.33325195312,7.75505304336548
"3166",58331110103,"09","Uttar Pradesh","11","0911",16,1,"Male","Rural",0,5,2093.68994140625,3000,8.00636768341064
"3170",75425110203,"29","Karnataka","20","2920",25,1,"Male","Urban",0,6,6083.8349609375,3083.33325195312,8.033766746521
"3173",53483210102,"28","Andhra Pradesh","11","2811",25,2,"Female","Rural",1,4,5207.6201171875,1890,7.5443320274353
"3174",74706140101,"08","Rajasthan","21","0821",30,1,"Male","Urban",1,5,5492.27001953125,1600,7.37775897979736
"3176",53068120205,"23","Madhya Pradesh","39","2339",20,2,"Female","Rural",1,7,4240.8701171875,642.857116699219,6.46592235565186
"3178",59775210103,"33","Tamil Nadu","13","3313",19,1,"Male","Rural",1,4,10355.5654296875,1375,7.22620916366577
"3186",52377120203,"23","Madhya Pradesh","26","2326",22,1,"Male","Rural",1,5,3698.46508789062,1600,7.37775897979736
"3187",53583210103,"23","Madhya Pradesh","22","2322",23,1,"Male","Rural",0,4,36500.93359375,3750,8.22951126098633
"3188",54645220204,"02","Himachal Pradesh","05","0205",26,2,"Female","Rural",1,6,3044.47509765625,1750,7.46737098693848
"3192",55098110103,"10","Bihar","22","1022",22,1,"Male","Rural",0,7,14313.48046875,1142.85717773438,7.04128646850586
"3196",50194120104,"18","Assam","07","1807",28,2,"Female","Rural",0,5,3357.97509765625,4100,8.31874179840088
"3199",73819120306,"16","Tripura","01","1601",16,2,"Female","Urban",0,6,178.690002441406,1666.66662597656,7.41858100891113
"3200",57379220101,"10","Bihar","11","1011",25,1,"Male","Rural",1,2,11675.2998046875,2750,7.91935634613037
"3204",59817220103,"22","Chhattisgarh","24","2224",21,1,"Male","Rural",0,5,11255.5947265625,1000,6.90775537490845
"3205",52105110105,"12","Arunachal Pradesh","03","1203",17,1,"Male","Rural",0,6,291.885009765625,4083.33325195312,8.31466865539551
"3208",59955220203,"14","Manipur","06","1406",16,2,"Female","Rural",0,4,1167.17004394531,2000,7.60090255737305
"3211",57957120303,"21","Odisha","21","2121",25,1,"Male","Rural",1,4,2066.2548828125,450,6.10924768447876
"3212",73138110204,"32","Kerala","07","3207",16,2,"Female","Urban",0,4,6081.8349609375,7000,8.85366535186768
"3213",53563110104,"27","Maharashtra","14","2714",20,2,"Female","Rural",0,5,11868.884765625,5094,8.5358190536499
"3216",55016210107,"32","Kerala","05","3205",30,1,"Male","Rural",1,13,10702.14453125,615.384643554688,6.42224740982056
"3222",53598220103,"01","Jammu & Kashmir","05","0105",28,2,"Female","Rural",0,5,5969.05517578125,2000,7.60090255737305
"3228",54793220103,"32","Kerala","05","3205",18,1,"Male","Rural",0,3,6545.2099609375,2196.33325195312,7.69454431533813
"3229",79674110205,"22","Chhattisgarh","09","2209",20,1,"Male","Urban",0,5,2738.205078125,1920,7.56008052825928
"3230",52358110103,"24","Gujarat","25","2425",29,1,"Male","Rural",1,9,229.255004882812,666.666687011719,6.50229024887085
"3234",59287120104,"27","Maharashtra","29","2729",27,2,"Female","Rural",0,6,6627.97021484375,1000,6.90775537490845
"3235",71583110204,"09","Uttar Pradesh","09","0909",29,2,"Female","Urban",0,7,17489.48046875,3571.42846679688,8.18072128295898
"3243",75952130202,"33","Tamil Nadu","25","3325",25,2,"Female","Urban",0,3,4766.02978515625,3333.33325195312,8.11172771453857
"3247",72965140101,"23","Madhya Pradesh","26","2326",29,1,"Male","Urban",1,5,7356.35986328125,1200,7.09007692337036
"3248",77819130203,"19","West Bengal","09","1909",17,2,"Female","Urban",0,3,4944.72021484375,2333.33325195312,7.75505304336548
"3251",71032140106,"07","Delhi","03","0703",18,2,"Female","Urban",0,7,34551.51953125,2142.85717773438,7.66989517211914
"3254",59933130101,"14","Manipur","07","1407",30,1,"Male","Rural",1,4,464.445007324219,2500,7.82404613494873
"3255",51661210103,"17","Meghalaya","07","1707",25,1,"Male","Rural",0,7,1768.99499511719,1357.14282226562,7.21313667297363
